Matr,CF,1,2,3,tot,CDS,Tipo_CDS,Coorte,Anni_Carriera,ANNO_DIPLOMA,VOTO_DIPLOMA,CODICE_MECCANOGRAFICO,TIPO_MATURITA,ANNO_ACCADEMICO_LAUREA,VOTO_LAUREA,Erasmus,TESI_ESTERO,STATO_STUDENTE,MOTIVO_STATO_STUDENTE,FC
2171,'A4975',41,?,?,41,'06123',3,2017,2,2016,100,'SAIS00600E','Nautico',?,?,0,0,'Attivo','Immatricolazione',0
2172,'A3572',32,?,?,32,'06123',3,2017,2,2017,82,'SAPS070007','Scientifica',?,?,0,0,'Attivo','Immatricolazione',0
2173,'A3886',23,?,?,23,'06123',3,2017,2,2017,70,'SAPS04401Q','Scientifica',?,?,0,0,'Attivo','Immatricolazione',0
2174,'A1196',26,?,?,26,'06123',3,2017,2,2015,100,'SATD17000X','Tecnico-Commerciale-Amm-industriale',?,?,0,0,'Attivo','Immatricolazione',0
2175,'A791',11,?,?,11,'06123',3,2017,2,2017,73,'SAPS170004','Scientifica',?,?,0,0,'Attivo','Immatricolazione',0
2176,'A606',18,?,?,18,'06123',3,2017,2,2017,88,'AVPS12000T','Scientifica',?,?,0,0,'Attivo','Immatricolazione',0
2177,'A1739',41,6,?,47,'06123',3,2017,2,2017,80,'NAPS05701B','Scientifica',?,?,0,0,'Attivo','Immatricolazione',0
2178,'A3405',12,?,?,12,'06123',3,2017,2,2017,66,'BNPM02000T','Scientifica',?,?,0,0,'Attivo','Immatricolazione',0
2179,'A1485',53,?,?,53,'06123',3,2017,2,2017,90,'NAPS180008','Scientifica',?,?,0,0,'Attivo','Immatricolazione',0
2180,'A2256',24,?,?,24,'06123',3,2016,3,2015,86,'BNPS010006','Scientifica',?,?,0,0,'Attivo','Trasf_in_ingresso',0
2181,'A4826',27,?,?,27,'06123',3,2016,3,2013,80,'SATL019019','Geometra',?,?,0,0,'Attivo','Trasf_in_ingresso',0
2182,'A1528',53,6,?,59,'06123',3,2017,2,2017,77,'NAPS180008','Scientifica',?,?,0,0,'Attivo','Immatricolazione',0
2183,'A1834',27,?,?,27,'06123',3,2016,3,2013,76,'AVPS12000T','Scientifica',?,?,0,0,'Attivo','Trasf_in_ingresso',0
2184,'A3747',44,12,?,56,'06123',3,2017,2,2017,88,'SATF04000D','Tecnici-Industriali',?,?,0,0,'Attivo','Immatricolazione',0
2185,'A776',53,?,?,53,'06123',3,2017,2,2017,96,'SAIS00100B','Scientifica',?,?,0,0,'Attivo','Immatricolazione',0
2186,'A1746',53,12,?,65,'06123',3,2017,2,2017,100,'SAPS020006','Scientifica',?,?,0,0,'Attivo','Immatricolazione',0
2187,'A3781',53,24,?,77,'06123',3,2017,2,2017,96,'SAIS00100B','Scientifica',?,?,0,0,'Attivo','Immatricolazione',0
2188,'A825',8,?,?,8,'06123',3,2017,1,2017,80,'SATF08000X','Tecnici-Industriali',?,?,0,0,'Cessato','Rinuncia',0
2189,'A4717',26,?,?,26,'06123',3,2017,2,2017,86,'AVPM040007','Scientifica',?,?,0,0,'Attivo','Immatricolazione',0
2190,'A58',33,?,?,33,'06123',3,2017,2,2015,90,'AVPC05000N','Classica',?,?,0,0,'Attivo','Immatricolazione',0
2191,'A1563',26,9,?,35,'06123',3,2017,2,2017,75,'NARI05000R','Professionale-Industriale',?,?,0,0,'Attivo','Immatricolazione',0
2192,'A539',45,12,?,57,'06123',3,2016,3,2011,83,'SAIS02600Q','Scientifica',?,?,0,0,'Attivo','Trasf_in_ingresso',0
2193,'A1263',53,6,?,59,'06123',3,2017,2,2017,100,'NAIS03600X','Scientifica',?,?,0,0,'Attivo','Immatricolazione',0
2194,'A409',47,?,?,47,'06123',3,2017,2,2017,73,'NAPS12000L','Scientifica',?,?,0,0,'Attivo','Immatricolazione',0
2195,'A590',53,6,?,59,'06123',3,2017,2,2017,80,'AVPS12000T','Scientifica',?,?,0,0,'Attivo','Immatricolazione',0
2196,'A2182',41,?,?,41,'06123',3,2017,2,2017,85,'AVPC05000N','Classica',?,?,0,0,'Attivo','Immatricolazione',0
2197,'A2612',20,?,?,20,'06123',3,2017,1,2017,72,'NAPS180008','Scientifica',?,?,0,0,'Attivo','Immatricolazione',0
2198,'A893',11,?,?,11,'06123',3,2017,2,2017,96,'SAIS00100B','Scientifica',?,?,0,0,'Attivo','Immatricolazione',0
2199,'A4145',47,?,?,47,'06123',3,2017,2,2017,82,'SAPS120003','Scientifica',?,?,0,0,'Attivo','Immatricolazione',0
2200,'A1036',47,12,?,59,'06123',3,2017,2,2017,100,'CBTF01000D','Tecnici-Industriali',?,?,0,0,'Attivo','Immatricolazione',0
2201,'A2550',35,?,?,35,'06123',3,2017,2,2017,84,'SAPS120003','Scientifica',?,?,0,0,'Attivo','Immatricolazione',0
2202,'A3286',32,?,?,32,'06123',3,2017,2,2017,70,'SAPS020006','Scientifica',?,?,0,0,'Attivo','Immatricolazione',0
2203,'A2221',32,?,?,32,'06123',3,2017,2,2016,78,'SAPS020006','Scientifica',?,?,0,0,'Attivo','Immatricolazione',0
2204,'A1466',47,?,?,47,'06123',3,2017,2,2017,88,'SAPS09000C','Scientifica',?,?,0,0,'Attivo','Immatricolazione',0
2205,'A3020',47,?,?,47,'06123',3,2017,2,2017,98,'SAPS18000P','Scientifica',?,?,0,0,'Attivo','Immatricolazione',0
2206,'A2775',96,?,?,96,'06123',3,2015,3,2008,98,'SAPS09000C','Scientifica',?,?,0,0,'Cessato','Rinuncia',0
2207,'A1612',8,?,?,8,'06123',3,2017,2,2016,75,'PZTA014015','Agrario',?,?,0,0,'Attivo','Immatricolazione',0
2208,'A1469',17,?,?,17,'06123',3,2017,2,2017,83,'SAPS06000L','Scientifica',?,?,0,0,'Attivo','Immatricolazione',0
2209,'A3086',8,?,?,8,'06123',3,2017,1,2017,74,'SAPC12000X','Classica',?,?,0,0,'Cessato','Rinuncia',0
2210,'A4948',?,?,?,?,'06123',3,2017,1,2017,88,'SAPS020006','Scientifica',?,?,0,0,'Cessato','Errata-Immatricolazione',0
2211,'A976',33,6,?,39,'06123',3,2016,3,2016,89,'SARI13000V','Professionale-Industriale',?,?,0,0,'Attivo','PASSAGGIO',0
2212,'A1814',27,?,?,27,'06123',3,2016,3,2016,90,'SAIS02600Q','Scientifica',?,?,0,0,'Attivo','PASSAGGIO',0
2213,'A2315',?,?,?,?,'06123',3,2017,1,2015,68,'SAPS06000L','Scientifica',?,?,0,0,'Attivo','Immatricolazione',0
2214,'A95',53,6,?,59,'06123',3,2017,2,2017,96,'SAPS170004','Scientifica',?,?,0,0,'Attivo','Immatricolazione',0
2215,'A4753',53,?,?,53,'06123',3,2017,2,2017,100,'SAPC05000V','Classica',?,?,0,0,'Attivo','Immatricolazione',0
2216,'A3706',38,6,?,44,'06123',3,2017,2,2017,80,'SAPM020007','Scientifica',?,?,0,0,'Attivo','Immatricolazione',0
2217,'A933',50,18,?,68,'06123',3,2017,2,2017,75,'NAPS03901T','Scientifica',?,?,0,0,'Attivo','Immatricolazione',0
2218,'A3599',35,?,?,35,'06123',3,2017,2,2017,88,'AVPM00201D','Scienze-Sociali',?,?,0,0,'Attivo','Immatricolazione',0
2219,'A2232',35,?,?,35,'06123',3,2017,2,1995,45,'AVPS12000T','Scientifica',?,?,0,0,'Attivo','Immatricolazione',0
2220,'A2103',20,?,?,20,'06123',3,2017,2,2017,94,'NATF10000D','Tecnici-Industriali',?,?,0,0,'Attivo','Immatricolazione',0
2221,'A2243',3,?,?,3,'06123',3,2017,2,2017,100,'NATD00901T','Geometra',?,?,0,0,'Attivo','Immatricolazione',0
2222,'A4558',17,?,?,17,'06123',3,2017,1,2017,62,'SAPS170004','Scientifica',?,?,0,0,'Attivo','Immatricolazione',0
2223,'A3091',41,?,?,41,'06123',3,2017,2,2017,93,'SAPS18000P','Scientifica',?,?,0,0,'Attivo','Immatricolazione',0
2224,'A3521',38,?,?,38,'06123',3,2017,2,2017,86,'NATF10000D','Tecnici-Industriali',?,?,0,0,'Attivo','Immatricolazione',0
2225,'A1191',38,?,?,38,'06123',3,2017,1,2017,98,'SAPS170004','Scientifica',?,?,0,0,'Sospeso','Trasferimento-Uscita',0
2226,'A3233',?,?,?,?,'06123',3,2017,1,2017,75,'SAPS18000P','Scientifica',?,?,0,0,'Attivo','Immatricolazione',0
2227,'A586',51,18,?,69,'06123',3,2016,3,2016,100,'AVIS00300T','GEOMETRA',?,?,0,0,'Attivo','PASSAGGIO',0
2228,'A340',50,15,?,65,'06123',3,2017,2,2016,78,'SAPS09000C','Scientifica',?,?,0,0,'Attivo','Trasf_in_ingresso',0
2229,'A2806',?,?,?,?,'06123',3,2017,1,2017,100,'SAPC040008','Classica',?,?,0,0,'Cessato','Rinuncia',0
2230,'A2131',?,?,?,?,'06123',3,2017,1,2015,69,'AVPS06002D','Scientifica',?,?,0,0,'Attivo','Immatricolazione',0
2231,'A1577',32,?,?,32,'06123',3,2017,2,2017,97,'SAPS020006','Scientifica',?,?,0,0,'Attivo','Immatricolazione',0
2232,'A1419',51,6,?,57,'06123',3,2016,3,2016,76,'NAPS12000L','Scientifica',?,?,0,0,'Attivo','PASSAGGIO',0
2233,'A3494',15,?,?,15,'06123',3,2017,2,2017,75,'SAPSX00078','Scientifica',?,?,0,0,'Attivo','Immatricolazione',0
2234,'A4064',53,6,?,59,'06123',3,2017,2,2016,73,'SAPS020006','Scientifica',?,?,0,0,'Attivo','Imm_da_rincunciatario',0
2235,'A2342',?,?,?,0,'06123',3,2017,1,2017,100,'SAPC00101P','Classica',?,?,0,0,'Attivo','Immatricolazione',0
2236,'A3131',21,18,?,39,'06123',3,2016,3,2016,96,'NAIS03900B','Scientifica',?,?,0,0,'Attivo','PASSAGGIO',0
2237,'A4613',33,12,?,45,'06123',3,2016,3,2015,62,'SAPS01000G','Scientifica',?,?,0,0,'Attivo','PASSAGGIO',0
2238,'A486',29,?,?,29,'06123',3,2017,2,2016,72,'SAPS04000B','Scientifica',?,?,0,0,'Attivo','PASSAGGIO',0
2239,'A1063',9,?,?,9,'06123',3,2016,3,2016,100,'FGTL01000E','GEOMETRA',?,?,0,0,'Attivo','PASSAGGIO',0
2240,'A4185',81,?,?,81,'06123',3,2015,3,2007,65,'SAPS15000V','Scientifica',2017,91,0,0,'Cessato','Laureato',0
2241,'A2777',?,?,?,?,'06123',3,2017,1,2016,?,'SAPS120003','Scientifica',?,?,0,0,'Cessato','Rinuncia',0
2242,'A1067',51,54,?,105,'06123',3,2016,3,2016,91,'SATF06000P','ITIS-Informatica',?,?,0,0,'Attivo','PASSAGGIO',0
2243,'A3509',63,36,?,99,'06123',3,2016,3,2016,85,'SAPS08000T','Scientifica',?,?,0,0,'Attivo','PASSAGGIO',0
2244,'A514',33,?,?,33,'06123',3,2016,3,2016,78,'NAPS110002','Scientifica',?,?,0,0,'Attivo','PASSAGGIO',0
2245,'A4287',30,24,57,111,'06123',3,2016,3,2014,75,'SAPS04000B','Scientifica',?,?,0,0,'Attivo','PASSAGGIO',0
2246,'A4606',6,?,?,6,'06123',3,2016,3,2013,77,'SAPS09000C','Scientifica',?,?,0,0,'Attivo','PASSAGGIO',0
2247,'A3210',?,?,?,0,'06123',3,2016,3,2013,73,'NAPS25500C','Scientifica',?,?,0,0,'Attivo','PASSAGGIO',0
2248,'A1904',26,?,?,26,'06123',3,2018,1,2018,95,'SAPS15000V','Scientifica',?,?,0,0,'Attivo','Immatricolazione',0
2249,'A1042',?,?,?,?,'06123',3,2018,1,2018,92,'AVPM040007','Scientifica',?,?,0,0,'Cessato','Rinuncia',0
2250,'A1311',35,?,?,35,'06123',3,2018,1,2018,100,'SAPS03000R','Scientifica',?,?,0,0,'Attivo','Immatricolazione',0
2251,'A4875',8,?,?,8,'06123',3,2018,1,2018,88,'SAPC00101P','Classica',?,?,0,0,'Attivo','Immatricolazione',0
2252,'A4188',41,?,?,41,'06123',3,2018,1,2018,100,'SAPS18000P','Scientifica',?,?,0,0,'Attivo','Immatricolazione',0
2253,'A3986',11,?,?,11,'06123',3,2018,1,2018,80,'BNPM02000T','Scientifica',?,?,0,0,'Attivo','Immatricolazione',0
2254,'A1520',35,?,?,35,'06123',3,2018,1,2018,100,'SAPS02401E','Scientifica',?,?,0,0,'Attivo','Immatricolazione',0
2255,'A1275',29,?,?,29,'06123',3,2018,1,2018,97,'SAPS04401Q','Scientifica',?,?,0,0,'Attivo','Immatricolazione',0
2256,'A695',35,?,?,35,'06123',3,2018,1,2018,90,'SAPS09000C','Scientifica',?,?,0,0,'Attivo','Immatricolazione',0
2257,'A3558',38,?,?,38,'06123',3,2018,1,2018,100,'SAIS00100B','Scientifica',?,?,0,0,'Attivo','Immatricolazione',0
2258,'A4449',35,?,?,35,'06123',3,2018,1,2018,94,'SAPS06000L','Scientifica',?,?,0,0,'Attivo','Immatricolazione',0
2259,'A4916',32,?,?,32,'06123',3,2018,1,2018,65,'SAIS00100B','Scientifica',?,?,0,0,'Attivo','Immatricolazione',0
2260,'A324',26,?,?,26,'06123',3,2018,1,2018,94,'NAPS24000P','Scientifica',?,?,0,0,'Attivo','Immatricolazione',0
2261,'A1161',35,?,?,35,'06123',3,2018,1,2018,100,'SAPS020006','Scientifica',?,?,0,0,'Attivo','Immatricolazione',0
2262,'A1097',32,?,?,32,'06123',3,2018,1,2018,100,'SAPS020006','Scientifica',?,?,0,0,'Attivo','Immatricolazione',0
2263,'A622',35,?,?,35,'06123',3,2018,1,2018,87,'SAPS06000L','Scientifica',?,?,0,0,'Attivo','Immatricolazione',0
2264,'A3449',35,?,?,35,'06123',3,2018,1,2018,97,'SAPS06101D','Scientifica',?,?,0,0,'Attivo','Immatricolazione',0
2265,'A4497',?,?,?,?,'06123',3,2018,1,2018,78,'SAPS18000P','Scientifica',?,?,0,0,'Cessato','Rinuncia',0
2266,'A44',32,?,?,32,'06123',3,2018,1,2018,100,'SAPS09000C','Scientifica',?,?,0,0,'Attivo','Immatricolazione',0
2267,'A2295',35,?,?,35,'06123',3,2018,1,2018,100,'SAPS06000L','Scientifica',?,?,0,0,'Attivo','Immatricolazione',0
2268,'A998',35,?,?,35,'06123',3,2018,1,2018,100,'SAPS06000L','Scientifica',?,?,0,0,'Attivo','Immatricolazione',0
2269,'A265',38,?,?,38,'06123',3,2018,1,2018,100,'SAPS120003','Scientifica',?,?,0,0,'Attivo','Immatricolazione',0
2270,'A243',?,?,?,?,'06123',3,2018,1,2018,68,'SAPS10000T','Scientifica',?,?,0,0,'Attivo','Immatricolazione',0
2271,'A3141',?,?,?,?,'06123',3,2018,1,2018,78,'AVPS06000B','Scientifica',?,?,0,0,'Attivo','Immatricolazione',0
2272,'A4945',26,?,?,26,'06123',3,2018,1,2018,81,'SAPS06000L','Scientifica',?,?,0,0,'Attivo','Immatricolazione',0
2273,'A2857',26,?,?,26,'06123',3,2018,1,2018,80,'SAPS08000T','Scientifica',?,?,0,0,'Attivo','Immatricolazione',0
2274,'A1304',35,?,?,35,'06123',3,2018,1,2018,100,'AVPS12000T','Scientifica',?,?,0,0,'Attivo','Immatricolazione',0
2275,'A167',35,?,?,35,'06123',3,2018,1,2018,93,'SAPS020006','Scientifica',?,?,0,0,'Attivo','Immatricolazione',0
2276,'A3508',26,?,?,26,'06123',3,2018,1,2018,80,'AVPS12000T','Scientifica',?,?,0,0,'Attivo','Immatricolazione',0
2277,'A2189',35,?,?,35,'06123',3,2018,1,2018,98,'SAIS00100B','Scientifica',?,?,0,0,'Attivo','Immatricolazione',0
2278,'A2667',8,?,?,8,'06123',3,2018,1,2017,72,'SATF04101A','Tecnici-Industriali',?,?,0,0,'Attivo','Immatricolazione',0
2279,'A2870',35,?,?,35,'06123',3,2018,1,2018,98,'SAPS04000B','Scientifica',?,?,0,0,'Attivo','Immatricolazione',0
2280,'A3263',35,?,?,35,'06123',3,2018,1,2018,89,'SAPS08000T','Scientifica',?,?,0,0,'Attivo','Immatricolazione',0
2281,'A3497',35,?,?,35,'06123',3,2018,1,2018,75,'AVPS003018','Scientifica',?,?,0,0,'Attivo','Immatricolazione',0
2282,'A3048',35,?,?,35,'06123',3,2018,1,2018,100,'SATF04000D','Tecnici-Industriali',?,?,0,0,'Attivo','Immatricolazione',0
2283,'A2060',35,?,?,35,'06123',3,2018,1,2018,100,'SAPS09000C','Scientifica',?,?,0,0,'Attivo','Immatricolazione',0
2284,'A545',32,?,?,32,'06123',3,2018,1,2018,87,'AVPS12000T','Scientifica',?,?,0,0,'Attivo','Immatricolazione',0
2285,'A2363',11,?,?,11,'06123',3,2018,1,2018,85,'SATF08000X','Tecnici-Industriali',?,?,0,0,'Attivo','Immatricolazione',0
2286,'A3584',35,?,?,35,'06123',3,2018,1,2018,86,'AVPS12000T','Scientifica',?,?,0,0,'Attivo','Immatricolazione',0
2287,'A2278',35,?,?,35,'06123',3,2018,1,2018,91,'SAPS02401E','Scientifica',?,?,0,0,'Attivo','Immatricolazione',0
2288,'A3648',35,?,?,35,'06123',3,2018,1,2018,80,'PZPS00102P','Scientifica',?,?,0,0,'Attivo','Immatricolazione',0
2289,'A2433',26,?,?,26,'06123',3,2018,1,2018,86,'SAPS01000G','Scientifica',?,?,0,0,'Attivo','Immatricolazione',0
2290,'A3188',35,?,?,35,'06123',3,2018,1,2018,96,'SAPS020006','Scientifica',?,?,0,0,'Attivo','Immatricolazione',0
2291,'A2900',41,?,?,41,'06123',3,2018,1,2017,100,'SATF04401T','ITIS-Informatica',?,?,0,0,'Attivo','Immatricolazione',0
2292,'A2482',26,?,?,26,'06123',3,2018,1,2018,100,'SAPS020006','Scientifica',?,?,0,0,'Attivo','Immatricolazione',0
2293,'A4000',20,?,?,20,'06123',3,2018,1,2018,66,'PZPS00101N','Liceo-Europeo',?,?,0,0,'Attivo','Immatricolazione',0
2294,'A4809',35,?,?,35,'06123',3,2018,1,2018,86,'AVPS06000B','Scientifica',?,?,0,0,'Attivo','Immatricolazione',0
2295,'A4194',35,?,?,35,'06123',3,2018,1,2018,100,'SAPS18000P','Scientifica',?,?,0,0,'Attivo','Immatricolazione',0
2296,'A500',14,?,?,14,'06123',3,2018,1,2018,79,'SAPS06000L','Scientifica',?,?,0,0,'Attivo','Immatricolazione',0
2297,'A279',32,?,?,32,'06123',3,2018,1,2018,100,'NAPS06301P','Scientifica',?,?,0,0,'Attivo','Immatricolazione',0
2298,'A229',35,?,?,35,'06123',3,2018,1,2018,75,'SAIS00100B','Scientifica',?,?,0,0,'Attivo','Immatricolazione',0
2299,'A850',32,?,?,32,'06123',3,2018,1,2018,100,'NAPS24000P','Scientifica',?,?,0,0,'Attivo','Immatricolazione',0
2300,'A4821',32,?,?,32,'06123',3,2018,1,2018,96,'NAPS01901L','Scientifica',?,?,0,0,'Attivo','Immatricolazione',0
2301,'A230',32,?,?,32,'06123',3,2018,1,2018,91,'SAPC00101P','Scientifica',?,?,0,0,'Attivo','Immatricolazione',0
2302,'A354',32,?,?,32,'06123',3,2018,1,2018,87,'SAPS170004','Scientifica',?,?,0,0,'Attivo','Immatricolazione',0
2303,'A3290',35,?,?,35,'06123',3,2018,1,2018,98,'SAPS03000R','Scientifica',?,?,0,0,'Attivo','Immatricolazione',0
2304,'A1114',35,?,?,35,'06123',3,2018,1,2018,100,'SAPC00101P','Scientifica',?,?,0,0,'Attivo','Immatricolazione',0
2305,'A19',41,?,?,41,'06123',3,2018,1,2018,98,'NAPS160003','Scientifica',?,?,0,0,'Attivo','Immatricolazione',0
2306,'A297',?,?,?,?,'06123',3,2018,1,2018,98,'SAPS09000C','Scientifica',?,?,0,0,'Cessato','Errata-Immatricolazione',0
2307,'A905',35,?,?,35,'06123',3,2018,1,2018,95,'SAPS06000L','Scientifica',?,?,0,0,'Attivo','Immatricolazione',0
2308,'A805',35,?,?,35,'06123',3,2018,1,2018,100,'NAPS24000P','Scientifica',?,?,0,0,'Attivo','Immatricolazione',0
2309,'A3850',32,?,?,32,'06123',3,2018,1,2018,80,'SAIS00100B','Scientifica',?,?,0,0,'Attivo','Immatricolazione',0
2310,'A4651',23,?,?,23,'06123',3,2018,1,2018,90,'SAPS09000C','Scientifica',?,?,0,0,'Attivo','Immatricolazione',0
2311,'A1819',26,?,?,26,'06123',3,2018,1,2018,80,'SAPS01000G','Scientifica',?,?,0,0,'Attivo','Immatricolazione',0
2312,'A2598',8,?,?,8,'06123',3,2018,1,2018,75,'SAPS10000T','Scientifica',?,?,0,0,'Attivo','Immatricolazione',0
2313,'A760',35,?,?,35,'06123',3,2018,1,2018,89,'SAPS020006','Scientifica',?,?,0,0,'Attivo','Immatricolazione',0
2314,'A854',35,?,?,35,'06123',3,2018,1,2018,89,'SAPS02401E','Scientifica',?,?,0,0,'Attivo','Immatricolazione',0
2315,'A4391',17,?,?,17,'06123',3,2018,1,2018,86,'SAPSX00078','Liceo-Europeo',?,?,0,0,'Attivo','Immatricolazione',0
2316,'A3748',32,?,?,32,'06123',3,2018,1,2018,96,'SAPS020006','Scientifica',?,?,0,0,'Attivo','Immatricolazione',0
2317,'A749',17,?,?,17,'06123',3,2018,1,2018,100,'AVVC01000E','Classica',?,?,0,0,'Attivo','Immatricolazione',0
2318,'A4363',17,?,?,17,'06123',3,2018,1,2018,84,'AVPS06000B','Scientifica',?,?,0,0,'Attivo','Immatricolazione',0
2319,'A1975',26,?,?,26,'06123',3,2018,1,2018,82,'SAPS06000L','Scientifica',?,?,0,0,'Attivo','Immatricolazione',0
2320,'A4546',26,?,?,26,'06123',3,2018,1,2018,94,'SAPS020006','Liceo-Europeo',?,?,0,0,'Attivo','Immatricolazione',0
2321,'A28',11,?,?,11,'06123',3,2018,1,2017,92,'NAPS03901T','Scientifica',?,?,0,0,'Attivo','Immatricolazione',0
2322,'A1502',?,?,?,?,'06123',3,2018,1,2018,82,'SAIS05700B','Scientifica',?,?,0,0,'Cessato','Rinuncia',0
2323,'A1655',32,?,?,32,'06123',3,2018,1,2018,88,'AVIS014008','Scientifica',?,?,0,0,'Attivo','Immatricolazione',0
2324,'A3658',35,?,?,35,'06123',3,2018,1,2018,90,'AVTL02802X','Geometra',?,?,0,0,'Attivo','Immatricolazione',0
2325,'A2706',35,?,?,35,'06123',3,2018,1,2018,100,'SAPS15000V','Scientifica',?,?,0,0,'Attivo','Immatricolazione',0
2326,'A3047',11,?,?,11,'06123',3,2018,1,2018,82,'SATF04000D','Tecnici-Industriali',?,?,0,0,'Attivo','Immatricolazione',0
2327,'A1065',41,?,?,41,'06123',3,2018,1,2018,100,'NAPS01901L','Scientifica',?,?,0,0,'Attivo','Immatricolazione',0
2328,'A2687',?,?,?,?,'06123',3,2018,1,2018,61,'SAPC03000N','Classica',?,?,0,0,'Cessato','Errata-Immatricolazione',0
2329,'A551',26,?,?,26,'06123',3,2018,1,2018,100,'PZPM01601C','Scientifica',?,?,0,0,'Attivo','Immatricolazione',0
2330,'A2849',29,?,?,29,'06123',3,2018,1,2018,85,'BNPS003014','Scientifica',?,?,0,0,'Attivo','Immatricolazione',0
2331,'A1595',35,?,?,35,'06123',3,2018,1,2018,100,'SAPC05801E','Classica',?,?,0,0,'Attivo','Immatricolazione',0
2332,'A266',35,?,?,35,'06123',3,2018,1,2018,100,'SAPS04000B','Scientifica',?,?,0,0,'Attivo','Immatricolazione',0
2333,'A4314',26,?,?,26,'06123',3,2018,1,2018,90,'SAPS09000C','Scientifica',?,?,0,0,'Attivo','Immatricolazione',0
2334,'A2408',26,?,?,26,'06123',3,2018,1,2018,100,'NAPS06301P','Scientifica',?,?,0,0,'Attivo','Immatricolazione',0
2335,'A4299',17,?,?,17,'06123',3,2018,1,2018,100,'SAPS020006','Scientifica',?,?,0,0,'Attivo','Immatricolazione',0
2336,'A1109',32,?,?,32,'06123',3,2018,1,2018,98,'SAIS061003','Scientifica',?,?,0,0,'Attivo','Immatricolazione',0
2337,'A406',17,?,?,17,'06123',3,2018,1,2018,86,'AVPC05000N','Classica',?,?,0,0,'Attivo','Immatricolazione',0
2338,'A3617',35,?,?,35,'06123',3,2018,1,2018,95,'SAPS09000C','Scientifica',?,?,0,0,'Attivo','Immatricolazione',0
2339,'A957',35,?,?,35,'06123',3,2018,1,2018,68,'SAPS04401Q','Scientifica',?,?,0,0,'Attivo','Immatricolazione',0
2340,'A1265',20,?,?,20,'06123',3,2018,1,2017,76,'SAPS01000G','Scientifica',?,?,0,0,'Attivo','Immatricolazione',0
2341,'A1844',35,?,?,35,'06123',3,2018,1,2018,82,'AVPS06002D','Scientifica',?,?,0,0,'Attivo','Immatricolazione',0
2342,'A2130',?,?,?,?,'06123',3,2018,1,2018,100,'SAIS044009','Scientifica',?,?,0,0,'Attivo','Immatricolazione',0
2343,'A4279',35,?,?,35,'06123',3,2018,1,2018,95,'SAPS02401E','Scientifica',?,?,0,0,'Attivo','Immatricolazione',0
2344,'A4681',35,?,?,35,'06123',3,2018,1,2018,100,'NAPS01901L','Scientifica',?,?,0,0,'Attivo','Immatricolazione',0
2345,'A973',11,?,?,11,'06123',3,2018,1,2017,86,'SAPS04401Q','Scientifica',?,?,0,0,'Attivo','Immatricolazione',0
2346,'A1688',?,?,?,?,'06123',3,2018,1,2018,83,'SATH00601E','Nautico',?,?,0,0,'Attivo','Immatricolazione',0
2347,'A4189',29,?,?,29,'06123',3,2018,1,2016,93,'AVTF013011','Tecnici-Industriali',?,?,0,0,'Attivo','Immatricolazione',0
2348,'A4025',8,?,?,8,'06123',3,2018,1,2018,95,'SATF04000D','Tecnici-Industriali',?,?,0,0,'Attivo','Immatricolazione',0
2349,'A3991',29,?,?,29,'06123',3,2018,1,2018,78,'SAPS03000R','Scientifica',?,?,0,0,'Attivo','Immatricolazione',0
2350,'A1330',35,?,?,35,'06123',3,2018,1,2018,83,'SAIS00100B','Scientifica',?,?,0,0,'Attivo','Immatricolazione',0
2351,'A1877',35,?,?,35,'06123',3,2018,1,2018,73,'SAPS18000P','Scientifica',?,?,0,0,'Attivo','Immatricolazione',0
2352,'A4395',35,?,?,35,'06123',3,2018,1,2018,87,'NATD01901C','GEOMETRA',?,?,0,0,'Attivo','Immatricolazione',0
2353,'A626',35,?,?,35,'06123',3,2018,1,2018,90,'NAPS03901T','Scientifica',?,?,0,0,'Attivo','Immatricolazione',0
2354,'A1079',32,?,?,32,'06123',3,2018,1,2018,100,'SAPS11000C','Scientifica',?,?,0,0,'Attivo','Immatricolazione',0
2355,'A1321',29,?,?,29,'06123',3,2018,1,2018,84,'SAPS04000B','Scientifica',?,?,0,0,'Attivo','Immatricolazione',0
2356,'A3724',35,?,?,35,'06123',3,2018,1,2018,85,'SAPS04000B','Scientifica',?,?,0,0,'Attivo','Immatricolazione',0
2357,'A3486',26,?,?,26,'06123',3,2018,1,2018,92,'SAPS04401Q','Scientifica',?,?,0,0,'Attivo','Immatricolazione',0
2358,'A1084',26,?,?,26,'06123',3,2018,1,2018,91,'SAPS09000C','Liceo-Europeo',?,?,0,0,'Attivo','Immatricolazione',0
2359,'A4439',29,?,?,29,'06123',3,2018,1,2018,88,'SAPS06000L','Scientifica',?,?,0,0,'Attivo','Immatricolazione',0
2360,'A1290',26,?,?,26,'06123',3,2018,1,2017,64,'SAPS10000T','Scientifica',?,?,0,0,'Attivo','Immatricolazione',0
2361,'A2910',35,?,?,35,'06123',3,2018,1,2017,67,'AVPS06000B','Scientifica',?,?,0,0,'Attivo','Immatricolazione',0
2362,'A4970',?,?,?,?,'06123',3,2018,1,2018,100,'NATD100007','Scientifica',?,?,0,0,'Cessato','Errata-Immatricolazione',0
2363,'A1946',35,?,?,35,'06123',3,2018,1,2018,83,'NAPS12000L','Scientifica',?,?,0,0,'Attivo','Immatricolazione',0
2364,'A1111',17,?,?,17,'06123',3,2018,1,2018,100,'SATF04601D','Tecnici-Industriali',?,?,0,0,'Attivo','Immatricolazione',0
